Nitrogen,Phosphorus,Potassium,OC,pH,Crop
171.1,33,154.6,0.89,6.9,Sannhamp
207.3,31.8,156.4,0.96,6.7,Sannhamp
172.9,33.5,134.2,0.86,6.7,Sannhamp
177.1,32.9,141.3,0.71,6.8,Sannhamp
194.3,38.9,147.1,0.98,6.5,Sannhamp
169.5,24.6,135.6,0.75,6.1,Sannhamp
236.3,36.4,183.1,1,6.4,Sannhamp
194.3,44.6,155.4,0.94,6.4,Sannhamp
134.4,20.8,119.3,0.77,6.4,Sannhamp
227.9,41.8,155.3,0.94,6.5,Sannhamp
200.4,32.9,158.9,0.94,6.8,Sannhamp
180.8,28.8,147.6,0.85,6.5,Sannhamp
214.9,31.5,136.7,0.96,6.3,Sannhamp
136.6,29.8,110.3,0.7,6.3,Sannhamp
137.1,27.2,101.7,0.72,6.8,Sannhamp
116.3,22,126.7,0.71,6.1,Sannhamp
197,37.1,134.3,0.92,6.7,Sannhamp
248.3,43.3,185.2,1.12,7.1,Sannhamp
155.4,23.9,120.2,0.77,6.4,Sannhamp
196.3,32.9,132.1,0.93,7,Sannhamp
187.2,29.9,146,0.94,6.5,Sannhamp
182.1,32.1,109.2,0.75,6.4,Sannhamp
207.5,29.5,139.4,0.94,6.1,Sannhamp
238.4,40.4,157,0.99,6.7,Sannhamp
203.2,33.9,175.3,0.89,7,Sannhamp
196.9,32.2,158.5,0.9,6.4,Sannhamp
256.5,38,164.3,1.07,6.7,Sannhamp
227.9,37.4,144.7,0.97,6,Sannhamp
145.3,23.7,133,0.73,6.6,Sannhamp
159.4,28.3,109.6,0.77,6.3,Sannhamp
185.3,35.9,148.8,0.85,6.5,Sannhamp
189.3,37.8,151.4,0.92,6.5,Sannhamp
179.5,32.5,141.6,0.78,6.4,Sannhamp
128.8,26.5,107.1,0.63,6,Sannhamp
196,36.8,134.4,0.9,6.2,Sannhamp
137.9,22.5,133.9,0.6,6.4,Sannhamp
131.1,27.2,106.6,0.75,6.7,Sannhamp
140,23.4,112.7,0.64,6.3,Sannhamp
113.2,26.4,115.8,0.63,6.7,Sannhamp
139.4,19.7,139.7,0.83,6.2,Sannhamp
234.4,33.7,162.8,1.02,6.4,Sannhamp
185.3,29.7,162.5,0.78,6.6,Sannhamp
193,36.7,143.5,0.8,6.7,Sannhamp
150.7,27.5,116,0.83,6.6,Sannhamp
173.9,31,135.2,0.8,6.2,Sannhamp
192,33.5,156.6,0.9,6.9,Sannhamp
225.4,35.7,128.6,0.94,6.6,Sannhamp
184.1,24.1,150,0.81,6.9,Sannhamp
192,34.6,160.7,0.95,6.7,Sannhamp
230.8,36.2,172.1,1,6.3,Sannhamp
131.1,18.2,128.2,0.69,6.3,Sannhamp
164.5,30.5,157.1,0.83,6.2,Sannhamp
183.7,32.1,128.6,0.82,6.6,Sannhamp
169.7,31.4,126.6,0.81,6.5,Sannhamp
159,25.5,111.6,0.79,7,Sannhamp
93.3,18.3,102.3,0.62,6.1,Sannhamp
141,24.7,103.6,0.88,6.2,Sannhamp
172.5,30.1,142.8,0.86,6.4,Sannhamp
111.6,21.3,108.7,0.76,6.5,Sannhamp
219.2,30,135.5,0.88,6.3,Sannhamp
238.2,37.1,161.4,1,7.1,Sannhamp
210.6,44.2,153.7,0.9,6.5,Sannhamp
217.9,33.6,173.7,0.97,6,Sannhamp
110.8,15,114.7,0.66,7.2,Sannhamp
135.7,24.7,106.8,0.68,6.8,Sannhamp
263.2,46.5,184.4,1.1,6.7,Sannhamp
172.2,24.7,139.6,0.89,6.1,Sannhamp
134.6,16.8,127.1,0.7,7.3,Sannhamp
115.7,21.8,112.7,0.72,7,Sannhamp
179.9,30,136.9,0.73,7.2,Sannhamp
200.9,29.3,137.8,0.93,7,Sannhamp
185.1,28.7,153.2,0.82,7.3,Sannhamp
189.6,26.2,144.7,0.8,6.7,Sannhamp
118,22.3,88.8,0.69,6.8,Sannhamp
111.2,16.8,100.3,0.71,6.3,Sannhamp
158.6,21.1,103.9,0.75,7.1,Sannhamp
126.8,17.2,99.8,0.64,6.9,Sannhamp
232.6,41.3,154.6,0.99,6.5,Sannhamp
134.1,25.9,121.8,0.74,6.8,Sannhamp
169,25.6,122.2,0.8,7.1,Sannhamp
200.5,41.6,163.6,1.02,6.6,Sannhamp
80,15,80,0.5,6.1,Sannhamp
196.2,39.1,130.3,0.92,6.6,Sannhamp
204.9,32.4,166.4,0.91,7,Sannhamp
238.4,40,192.7,1.03,6.4,Sannhamp
239.5,44.7,183.7,1.06,7.1,Sannhamp
199.9,38.3,151.6,0.97,6.3,Sannhamp
215.9,37,163.1,0.91,7.1,Sannhamp
259.6,41,165.1,1.09,6.9,Sannhamp
163.5,25.7,128.5,0.77,7.1,Sannhamp
103.2,23.9,102.3,0.54,6.5,Sannhamp
225.9,42.8,157.8,0.86,6.6,Sannhamp
185.1,31.7,171.3,0.94,5.6,Sannhamp
171.7,26.2,124.3,0.85,6.1,Sannhamp
135.1,24.6,93.9,0.59,6.3,Sannhamp
173,35.1,135.6,0.88,6.3,Sannhamp
204.7,36.7,130.8,0.97,6.4,Sannhamp
200.7,34.9,155.9,1.01,6.9,Sannhamp
207.1,39,161.6,0.96,6.9,Sannhamp
206.8,37.9,142.2,0.77,6.3,Sannhamp
100.3,15,85.9,0.54,6.9,Sannhamp
195.8,38.9,161,0.92,6.3,Sannhamp
227.6,27.4,165.4,1.06,5.9,Sannhamp
241.9,42.5,198.3,1.18,6.7,Sannhamp
122.7,28.4,102,0.75,6.8,Sannhamp
181.3,34.3,145.2,0.83,6.8,Sannhamp
235.3,34.5,159.2,1,6.5,Sannhamp
161.1,16.3,107.1,0.78,7.1,Sannhamp
175,32.3,147.4,0.86,6.7,Sannhamp
185.2,31.6,143,0.86,6.8,Sannhamp
219.7,32.8,167.3,1.01,7.2,Sannhamp
147.6,22.9,143.5,0.8,6.1,Sannhamp
278.9,45.5,174.7,1.15,5.9,Sannhamp
227.4,37,154.4,1.06,6.2,Sannhamp
180,19.3,135.6,0.75,7.4,Sannhamp
258.9,42.8,180.5,1.01,6.9,Sannhamp
160.7,20.5,112,0.8,7.3,Sannhamp
157,25.9,131,0.78,6,Sannhamp
238.7,44.4,185.4,1.09,6.9,Sannhamp
142.2,23.2,128.3,0.8,5.8,Sannhamp
184.2,28,129.2,0.81,7.1,Sannhamp
221.1,37,175.3,1.11,7.1,Sannhamp
144.2,22.8,107.9,0.72,6.3,Sannhamp
193.4,33.7,157.4,0.93,6.8,Sannhamp
151.7,25.7,152.3,0.83,6.1,Sannhamp
210.9,34.3,170.9,1.01,7.1,Sannhamp
201.3,31,142.9,1,7.4,Sannhamp
243.8,41.7,191.9,1.14,6.5,Sannhamp
208.9,36.8,160.1,0.96,6.4,Sannhamp
243.5,38.5,183.8,0.97,6.9,Sannhamp
241.1,37.8,195.5,1.03,7.3,Sannhamp
188.7,24.7,127.1,0.91,6.7,Sannhamp
167.1,24.3,123.3,0.77,5.7,Sannhamp
148,22.2,102.5,0.71,6.2,Sannhamp
179.9,22.7,135.9,0.78,5.7,Sannhamp
223.7,30.4,167.8,1,6.5,Sannhamp
134.9,23.6,96.1,0.69,6.3,Sannhamp
109.1,15,90.1,0.67,5.9,Sannhamp
208.9,35.8,164.1,1.04,6.3,Sannhamp
244.6,40.2,159.3,1.04,5.9,Sannhamp
215.6,36.8,151.4,0.95,5.9,Sannhamp
176.3,29.7,153.2,0.91,7.1,Sannhamp
150.5,22.5,143.2,0.64,5.7,Sannhamp
150.9,29.6,98.9,0.64,6.7,Sannhamp
237.2,42.1,153.3,1.12,6.6,Sannhamp
215.1,22.8,159.3,1.04,5.7,Sannhamp
201.4,41.7,144.8,0.98,6.6,Sannhamp
223.7,42.6,176.4,1.06,6.4,Sannhamp
177.6,33.4,150.9,0.84,7.1,Sannhamp
174.2,29.1,134.1,0.88,6.1,Sannhamp
154.3,32.5,132.9,0.76,6.5,Sannhamp
155.4,23.3,120.5,0.71,5.8,Sannhamp
180.5,30.1,121.8,0.82,6.8,Sannhamp
122.8,15,89.4,0.65,7.5,Sannhamp
144.8,26.8,114.7,0.85,6,Sannhamp
115.2,17.5,128.3,0.64,6.4,Sannhamp
231.9,38.1,146.1,0.94,6.1,Sannhamp
128.9,24.2,90.2,0.56,6.5,Sannhamp
130.7,23.4,94.7,0.69,6.7,Sannhamp
151.1,24.9,110.9,0.7,5.9,Sannhamp
117.9,18,98.1,0.67,6.4,Sannhamp
229.1,40.7,189,1.07,6.7,Sannhamp
239.6,38.2,142.8,1.07,6.5,Sannhamp
208,38.8,132.1,0.82,6.6,Sannhamp
152.2,30.3,116.2,0.8,6.7,Sannhamp
233.7,36.7,197.6,1.1,6.7,Sannhamp
204.2,33.8,137.5,0.96,7,Sannhamp
162.1,27.4,144.9,0.78,5.9,Sannhamp
115.9,18.9,104,0.61,7.2,Sannhamp
185.5,26.3,168.8,0.93,7,Sannhamp
259.9,45.3,200,1.09,6.1,Sannhamp
250.6,38.7,200,1.1,6.3,Sannhamp
101.7,23.3,80,0.62,7,Sannhamp
120.1,23,108.7,0.52,6.9,Sannhamp
164.3,28.9,124.8,0.75,6.5,Sannhamp
108,18.5,106.1,0.59,6.3,Sannhamp
208.9,34.7,146.7,0.98,6,Sannhamp
127,19.1,104.6,0.7,6.5,Sannhamp
137,24.4,129.9,0.68,6.8,Sannhamp
156.3,21.3,125.8,0.63,6.7,Sannhamp
109.7,15,110.6,0.62,6.1,Sannhamp
168.7,31.8,146.6,0.8,6.3,Sannhamp
114.7,20.4,97.9,0.68,5.9,Sannhamp
214.2,41,156.4,0.96,6.2,Sannhamp
121.8,26.5,127.6,0.63,6.5,Sannhamp
144.2,27.9,110.1,0.68,6.8,Sannhamp
153.4,29.3,141.3,0.82,6.9,Sannhamp
179.8,26.7,156.2,0.85,6,Sannhamp
192.8,29.7,127.6,0.91,6.3,Sannhamp
80,15.3,95.6,0.5,6.7,Sannhamp
145.4,25.3,123.8,0.69,6.3,Sannhamp
255,42.7,174.8,1.16,6.9,Sannhamp
141.9,25.1,138.4,0.73,6.5,Sannhamp
214.7,31.7,143.7,0.87,6.2,Sannhamp
149.1,23.1,128.3,0.86,6.8,Sannhamp
254.8,41.7,182.7,1.1,6.9,Sannhamp
193.8,34.4,150.6,0.95,6.6,Sannhamp
187,25.4,103.9,0.86,6.9,Sannhamp
164.7,24.7,115.1,0.72,6.8,Sannhamp
167.1,37,132,0.86,6.5,Sannhamp
135.6,26.7,121.9,0.81,7.1,Sannhamp
80,15.6,80,0.55,6.2,Sannhamp
192.4,34.5,139.1,0.98,6.8,Sannhamp
185.6,30.3,166.8,0.85,6,Sannhamp
115.2,20.5,146.4,0.69,6.1,Sannhamp
127.9,21.7,100.2,0.74,6.1,Sannhamp
175.1,26.4,155.6,0.92,6.5,Sannhamp
210.3,33.2,159.9,0.85,6.8,Sannhamp
226.4,41.5,181.8,1.04,6.7,Sannhamp
210,35.7,168.1,1.04,6.3,Sannhamp
131.7,26.1,116.2,0.83,6.1,Sannhamp
140.4,24.5,114.8,0.62,7,Sannhamp
170.8,30,132.8,0.82,6.8,Sannhamp
177.9,31.7,141.4,0.85,6.9,Sannhamp
151.9,28,110.3,0.82,7.2,Sannhamp
146.4,24.6,92.3,0.69,5.9,Sannhamp
185,27.8,155.9,0.88,6.6,Sannhamp
248.6,37.9,198.1,1.13,7,Sannhamp
138.7,18.3,96.6,0.7,6.7,Sannhamp
229.2,36.3,168.5,1,6.8,Sannhamp
191.7,36.8,164,0.96,6.9,Sannhamp
99.3,19.8,99.8,0.6,6.1,Sannhamp
235.2,46.6,178.2,1.09,6.8,Sannhamp
112.6,16.6,113.5,0.66,7.2,Sannhamp
223,40.9,163.5,0.96,6.5,Sannhamp
205.9,35.9,161.5,0.91,6.4,Sannhamp
117.5,19.4,93.4,0.6,7.2,Sannhamp
158.6,23.4,142.2,0.81,5.9,Sannhamp
199.6,34.2,160.1,0.9,6.8,Sannhamp
265.3,42.3,194.4,1.17,6.8,Sannhamp
147.6,20.4,130,0.8,6.8,Sannhamp
240.6,41.5,191.6,1.06,6.3,Sannhamp
97,15.1,112.9,0.64,5.8,Sannhamp
97.9,15,97.8,0.59,5.9,Sannhamp
259.9,34.6,187.1,1.07,6.3,Sannhamp
185.3,23.9,156.2,0.84,7.1,Sannhamp
225.8,41.5,160.9,0.99,6.1,Sannhamp
195.6,29.7,139.7,0.88,6.1,Sannhamp
204.1,38.6,156.6,0.94,6.4,Sannhamp
165.5,15.1,137.8,0.67,6.7,Sannhamp
171.2,23.7,138.6,0.79,6,Sannhamp
111.2,21.6,128.4,0.63,6.6,Sannhamp
127.9,15,98.7,0.57,5.9,Sannhamp
88,15.5,91.8,0.5,6.7,Sannhamp
101.6,19,121.5,0.73,5.9,Sannhamp
224.9,39.9,183.3,0.95,6.5,Sannhamp
187.2,29.5,151.2,0.94,6.7,Sannhamp
177.4,29.6,132,0.81,6.5,Sannhamp
184.6,39.2,151.7,0.95,6.6,Sannhamp
165.3,32.6,154.6,0.8,6,Sannhamp
122.2,16.7,103.6,0.68,5.6,Sannhamp
183.6,28.3,140.3,0.95,5.7,Sannhamp
125.1,22.9,120.2,0.57,7,Sannhamp
158.5,26.6,147.1,0.83,6,Sannhamp
212.3,34.2,129.5,0.97,6.2,Sannhamp
235.7,38.1,165.4,1.06,6.8,Sannhamp
167.7,25.9,147.1,0.97,7.2,Sannhamp
131.1,28.2,126.8,0.63,6.7,Sannhamp
135.2,27.6,130.1,0.66,6.4,Sannhamp
185.9,35.3,143,0.89,6.7,Sannhamp
134.7,21.9,131.9,0.69,6.8,Sannhamp
95,15,90.9,0.52,7.4,Sannhamp
144.8,21.4,129,0.66,5.9,Sannhamp
135.2,26.5,100.9,0.72,6.4,Sannhamp
189.6,30.8,181.9,1.04,7,Sannhamp
170.5,23.6,108.7,0.72,5.9,Sannhamp
201.8,28.6,139.5,0.89,6.3,Sannhamp
254.3,38.2,171.4,1.09,7.3,Sannhamp
141.9,25.5,127.1,0.75,6.1,Sannhamp
197.1,31.6,148.4,1.02,6.8,Sannhamp
222.4,35.4,173.6,0.94,6.8,Sannhamp
225.1,47,189.8,0.99,6.3,Sannhamp
80,18.8,105.1,0.59,6.5,Sannhamp
174,28.5,142.4,0.96,6,Sannhamp
250.5,41.8,169.1,0.97,7.1,Sannhamp
130.1,15.9,120.9,0.71,5.6,Sannhamp
85,15,80,0.52,7.1,Sannhamp
82.2,15,80,0.5,6.3,Sannhamp
214.4,38.1,164.2,1.05,6.8,Sannhamp
125.1,18.3,107.8,0.61,6.9,Sannhamp
280,38,165,1.07,7,Sannhamp
246.8,40.6,181.6,1.07,6,Sannhamp
161,34.4,173.1,0.85,6.4,Sannhamp
244.5,34.9,168.7,1.06,5.7,Sannhamp
159.9,24.9,125.3,0.72,7,Sannhamp
128.2,20.5,107.7,0.65,6.9,Sannhamp
125,20.4,90.2,0.64,6.7,Sannhamp
265.2,49.3,200,1.19,6.8,Sannhamp
198.8,31.7,134.7,0.88,5.7,Sannhamp
223.7,36.8,162.8,1,6.7,Sannhamp
177.1,27.5,122.4,0.92,6,Sannhamp
139.2,20.4,116.7,0.66,6.7,Sannhamp
135.2,24.1,104.9,0.68,6.9,Sannhamp
185.4,35.5,184.2,0.91,6.8,Sannhamp
255.1,40.7,188.6,1.07,6.1,Sannhamp
176.9,28.4,132,0.82,6.9,Sannhamp
257.3,43.5,177.7,1.14,6.7,Sannhamp
155.2,31.3,152.5,0.73,5.7,Sannhamp
200.2,37.1,174.4,0.96,6.2,Sannhamp
236.8,41.9,151.3,1.05,6.3,Sannhamp
200.5,28.3,138.3,0.84,6.3,Sannhamp
173.3,25.7,151.4,0.92,5.7,Sannhamp
280,45.5,173.3,1.16,6.2,Sannhamp
153.5,19.6,119.3,0.73,5.7,Sannhamp
210.4,32.5,194,0.92,6.8,Sannhamp
247.3,38.9,177.7,1.14,7.1,Sannhamp
163.5,25.7,99.8,0.8,7.3,Sannhamp
103,21.4,105.4,0.58,6.3,Sannhamp
107.4,19.4,121.8,0.56,6.9,Sannhamp
173.1,29,128.3,0.85,7.2,Sannhamp
120.5,21.8,117.8,0.68,5.7,Sannhamp
128.7,16.5,116,0.68,6.5,Sannhamp
235.6,45,180.5,1.13,6.9,Sannhamp
258,44.3,200,1.15,6.8,Sannhamp
92.5,18.7,121.5,0.6,7.2,Sannhamp
261.5,39.7,193.4,1.12,6.9,Sannhamp
198.4,35.1,159.2,1.01,7.1,Sannhamp
254.1,36.8,163,1.05,7.4,Sannhamp
242.3,32.5,160.7,1,7.4,Sannhamp
279,48.6,187.3,1.2,5.7,Sannhamp
80,15.2,80,0.65,7.2,Sannhamp
128.1,18.6,109.1,0.67,6.6,Sannhamp
267.2,48.3,200,1.2,6.6,Sannhamp
260.9,42.2,200,1.13,5.8,Sannhamp
275.4,44.3,195.4,1.16,5.5,Sannhamp
180.7,28.3,156.6,0.87,5.8,Sannhamp
100.7,20.4,80,0.58,7,Sannhamp
204.2,34.3,148.8,0.93,6,Sannhamp
172.4,26.3,143.8,0.83,5.8,Sannhamp
251.3,48,197.4,1.09,6.6,Sannhamp
212.5,36.2,139.8,0.96,7.3,Sannhamp
208.8,41.5,166.2,0.89,6.2,Sannhamp
240.5,38,186.3,1.09,6.6,Sannhamp
115.6,22.4,89,0.61,7.3,Sannhamp
236.4,46.2,173.7,1.08,6.3,Sannhamp
246,36.4,193.4,1.12,7.2,Sannhamp
224.1,43.4,166,0.98,7.1,Sannhamp
199.5,31.9,142.7,0.98,5.9,Sannhamp
165.7,25.6,124.3,0.87,7.2,Sannhamp
173.7,32.3,144.5,0.84,5.9,Sannhamp
80,16.5,80,0.55,6.9,Sannhamp
165.6,23.1,121.4,0.72,7,Sannhamp
186.2,31.2,156.1,0.94,6.7,Sannhamp
115,16.4,92.5,0.65,5.6,Sannhamp
220.5,35,164.1,1,5.7,Sannhamp
256.6,41.9,182.4,1.16,5.9,Sannhamp
117,19.6,93.7,0.5,6.3,Sannhamp
138.6,22.5,103.2,0.74,7.5,Sannhamp
164.9,27.1,120.4,0.8,7.4,Sannhamp
147.7,25.9,134.9,0.74,7.5,Sannhamp
237.4,44.2,176.4,1.05,6.5,Sannhamp
144.8,24.9,154.4,0.73,7.5,Sannhamp
250.8,43.4,196,1.1,7.1,Sannhamp
117.8,16,95.4,0.55,6.1,Sannhamp
131.7,21.9,136.3,0.72,7.1,Sannhamp
206.4,37.9,148.5,0.94,6.7,Sannhamp
84.6,15,94.6,0.5,7.1,Sannhamp
80,15,85.9,0.53,7.4,Sannhamp
87.7,15,83,0.57,6.5,Sannhamp
252.2,40.8,185.6,1.05,5.6,Sannhamp
252.1,41.4,193.3,0.99,6.4,Sannhamp
140,23.3,121,0.7,6.8,Sannhamp
256.6,41.1,183.6,1.05,5.9,Sannhamp
119.5,15.4,97.7,0.58,5.8,Sannhamp
134.2,20.2,103,0.61,5.7,Sannhamp
239.9,44.1,165.8,1.11,7.3,Sannhamp
192.1,28.7,154.6,0.9,7.2,Sannhamp
271.9,43.7,176.7,1.02,6.4,Sannhamp
184.9,32.1,150.3,0.9,7.3,Sannhamp
183.5,34.5,151.3,0.9,6.2,Sannhamp
201.1,32.4,167,0.94,7.1,Sannhamp
102.7,15,90,0.6,7.1,Sannhamp
102.5,17.2,100.8,0.61,6.3,Sannhamp
104.6,19,110.8,0.71,7.1,Sannhamp
151.6,22.9,130.3,0.61,6.2,Sannhamp
80,15,105.2,0.5,6,Sannhamp
80,19.1,85.4,0.5,6.7,Sannhamp
218,39.1,163,0.89,7,Sannhamp
221.3,43.2,183.1,1.06,6.8,Sannhamp
144.7,25.4,112.9,0.78,5.9,Sannhamp
109.2,15,90.4,0.6,7,Sannhamp
257.2,50,154.7,1.17,6.8,Sannhamp
202.6,28.3,143.3,0.85,7,Sannhamp
161.7,25.6,145.9,0.79,6.9,Sannhamp
196.3,36.4,185.7,1.03,6,Sannhamp
202.8,42,151.3,0.98,6.2,Sannhamp
104.1,15,92.3,0.6,5.7,Sannhamp
157,33.9,141.1,0.87,6.6,Sannhamp
245.7,34,163.1,1.11,5.9,Sannhamp
225.6,38.8,184.3,1.03,7.3,Sannhamp
134.6,15,116.7,0.59,5.9,Sannhamp
177.2,26.2,124.2,0.92,7.2,Sannhamp
100.9,15,92.1,0.65,7.4,Sannhamp
105.1,15,85.9,0.53,6.7,Sannhamp
252.5,35.7,191.5,1.09,5.5,Sannhamp
148.6,20.9,102.8,0.67,7.1,Sannhamp
149.9,26.8,141.4,0.71,6.9,Sannhamp
226.9,37.8,164.8,0.97,6,Sannhamp
198.9,32.2,162,0.98,6.2,Sannhamp
80,15.2,92.8,0.5,7.2,Sannhamp
235.4,40.1,172.9,0.93,6.8,Sannhamp
171.5,27.1,148.3,0.87,5.6,Sannhamp
225.6,35.9,191.6,0.95,6,Sannhamp
86.9,15,80,0.51,6,Sannhamp
153.8,29.3,159.7,0.79,6.1,Sannhamp
227.1,41.4,169,1.04,5.9,Sannhamp
96.7,15,80,0.58,6.3,Sannhamp
278.6,36.3,177.9,1.2,7.2,Sannhamp
219.8,27.8,135.3,0.89,5.7,Sannhamp
232.9,36.9,163.7,0.91,5.6,Sannhamp
88.5,15,80,0.58,5.9,Sannhamp
120.8,17.4,100.3,0.59,7.2,Sannhamp
97.7,17.3,87.7,0.58,7.2,Sannhamp
213.2,36.9,143.8,0.9,5.9,Sannhamp
178.8,24.8,147,0.9,5.6,Sannhamp
194,33,155.6,0.95,7.1,Sannhamp
187.4,26,120.9,0.74,5.9,Sannhamp
255.9,42.7,200,1.15,5.6,Sannhamp
131.9,15,121.3,0.72,5.6,Sannhamp
272.1,34.7,176.8,1.16,5.9,Sannhamp
161.5,20.2,121.1,0.71,7.1,Sannhamp
109.3,17.4,80,0.59,7.2,Sannhamp
151.7,22.8,117.6,0.78,7.1,Sannhamp
106.2,20.5,99.5,0.65,6.6,Sannhamp
233.9,39,141.8,1.01,6.3,Sannhamp
252.8,37.3,172.9,1.11,7.4,Sannhamp
232.9,37.8,177.4,1.06,7.2,Sannhamp
97.2,20.2,80,0.59,6.5,Sannhamp
202.9,27.4,165.3,0.93,7.2,Sannhamp
184.6,29.5,138.7,0.95,7.1,Sannhamp
80,15,89.3,0.5,5.6,Sannhamp
161.2,23.5,130,0.77,6.8,Sannhamp
265.3,41.1,200,1.2,6.5,Sannhamp
112.5,15,108.7,0.54,6.9,Sannhamp
270.3,46,200,1.15,6.2,Sannhamp
167.6,19.3,139.9,0.82,5.6,Sannhamp
128.3,24.9,138.3,0.73,6,Sannhamp
85.4,15,80,0.56,5.6,Sannhamp
122.7,20,90.3,0.66,7.3,Sannhamp
207.7,31.4,136.9,0.92,5.6,Sannhamp
90.7,15,97.8,0.52,6.9,Sannhamp
91.6,15,84.1,0.56,5.9,Sannhamp
240.4,39.5,169.8,1.02,6.7,Sannhamp
124.5,22.6,111.9,0.78,6.9,Sannhamp
160.8,20.6,114.6,0.69,5.7,Sannhamp
264.7,39.9,192.5,1.2,5.5,Sannhamp
149.1,24.6,145.5,0.81,6.3,Sannhamp
280,41.7,200,1.2,7.1,Sannhamp
146.4,20.7,123.1,0.82,7.1,Sannhamp
195.9,30.6,124.9,0.84,6.9,Sannhamp
118.6,19.5,101.7,0.63,6.3,Sannhamp
150.1,22.7,109.1,0.79,6.8,Sannhamp
134.2,20.1,89.1,0.67,5.7,Sannhamp
117.1,20.6,94.9,0.56,6.3,Sannhamp
265.7,43.5,200,1.2,6.2,Sannhamp
137.7,13.1,96.2,0.46,6.1,Millet
142,22,101.9,0.44,6.3,Millet
154.3,26.6,132.9,0.56,6.2,Millet
149.3,18.6,113,0.46,6.2,Millet
151.4,28,126.7,0.63,6.2,Millet
156.5,19.1,135.8,0.52,6.1,Millet
121,16.4,103.7,0.51,6.6,Millet
159,23.1,101.1,0.55,6.4,Millet
161.7,19.6,146.9,0.51,6.4,Millet
150.4,25.2,139.9,0.61,6.2,Millet
134.2,22.3,120.5,0.5,7.1,Millet
194.2,29,142.4,0.69,6.7,Millet
149.9,19.8,129.9,0.59,7.1,Millet
136.3,18.7,100,0.5,6.8,Millet
169.5,29.5,140.7,0.54,6.5,Millet
221.8,32.1,163.9,0.73,6.8,Millet
152.9,23,102.1,0.56,6.2,Millet
152.3,25.5,128.1,0.54,6.4,Millet
123.5,13.9,99.5,0.37,6.8,Millet
160.4,25.3,106.3,0.61,6.9,Millet
147.2,26.2,122.5,0.6,6.5,Millet
172.6,30.1,112.6,0.6,6.3,Millet
165,18.4,110.9,0.58,6,Millet
122.7,17.6,98.3,0.46,6.6,Millet
156.9,22.8,154.3,0.65,6.7,Millet
204.5,32.6,134.3,0.71,6.8,Millet
145.9,31.4,129.5,0.55,6.5,Millet
193.9,29,144,0.64,6.9,Millet
185.7,27,138.5,0.65,7,Millet
130.7,21.1,114.9,0.51,6.7,Millet
109.8,19.4,110.5,0.41,6.3,Millet
152.9,27.2,135.8,0.6,6.4,Millet
130.1,14,83.7,0.42,6.4,Millet
156.9,24.1,110.3,0.56,6.9,Millet
140.8,21.3,130.8,0.53,6,Millet
131.8,16.9,122.3,0.55,6,Millet
207.7,33.4,141.4,0.7,6.4,Millet
138.4,20.8,96.3,0.44,6.9,Millet
148.2,26.5,104.3,0.63,6.6,Millet
140,20.4,101.2,0.49,6.9,Millet
162.3,33.6,148.9,0.65,6.5,Millet
150.7,21.3,104,0.46,6.8,Millet
155,25.9,113.3,0.53,6.6,Millet
138.4,20.5,107.5,0.49,6.4,Millet
164.4,26.4,115.2,0.54,6.6,Millet
172.7,21.1,164.8,0.57,5.9,Millet
172.3,24.7,158.7,0.67,6.3,Millet
104.8,10.3,85.1,0.4,5.8,Millet
162.4,27.3,129.3,0.54,6.7,Millet
195,28.7,136.3,0.69,6.9,Millet
196.5,27,153.5,0.64,6.3,Millet
109.5,20.6,96.3,0.5,6.1,Millet
172.7,23.6,95,0.54,6.4,Millet
213.6,33,169.2,0.66,6.4,Millet
153.6,29.7,119.9,0.58,6.2,Millet
120.4,23.1,95.7,0.48,6.1,Millet
128.4,24.2,104.5,0.56,6.5,Millet
156.6,19.9,127.8,0.6,6.2,Millet
204.7,29,136.3,0.64,6.5,Millet
110.2,13.6,98.6,0.41,6.5,Millet
204.6,31.8,145.5,0.68,7.1,Millet
125.7,16.7,93.3,0.48,6.6,Millet
195,29.9,142.5,0.6,6.4,Millet
121.3,18.5,97.7,0.53,6.2,Millet
112.2,13.4,64.2,0.41,6.8,Millet
168.5,31.4,128.8,0.58,6.6,Millet
119,20,94.2,0.49,6.8,Millet
173.8,28.9,127.6,0.58,6.3,Millet
175.8,26.2,97.8,0.56,6.6,Millet
182.9,21.9,114.2,0.58,6.5,Millet
198.2,27.2,155.1,0.67,6.4,Millet
156.2,23.9,135.9,0.56,6.6,Millet
167.8,24.6,112,0.58,6.6,Millet
134.1,16,106.8,0.43,6,Millet
152,19,106.3,0.55,7,Millet
169.3,29.7,140.7,0.65,6.8,Millet
140.1,21.1,117.7,0.54,7,Millet
144.9,21.6,125.2,0.61,6.3,Millet
137.4,17.9,98.2,0.54,6.5,Millet
150.1,28.6,127.8,0.56,6.7,Millet
148.2,21.3,113.5,0.44,6.9,Millet
98.2,18.3,75.5,0.47,6.2,Millet
151.1,17.8,105.7,0.48,6.7,Millet
196.9,29.3,146.4,0.63,6.4,Millet
110.3,18.1,123.6,0.49,6.8,Millet
96.7,16.6,115.2,0.45,6.3,Millet
167.3,30.2,129,0.6,6.4,Millet
172.2,25.4,141.7,0.61,6.3,Millet
174.9,31.6,142.7,0.62,6.3,Millet
157.7,25.9,125.1,0.59,6.8,Millet
137.8,16.5,99.3,0.49,6.3,Millet
145.7,23.9,112.5,0.56,6.7,Millet
